CIDADE;UF;ANOMES;RENDA;POPULACAO;LEADS;PEDIDOS;RESTAURANTES;CHURN;REATIVACAO;CHS;MUB;IBGE_TIPO_MUNICIPIO;RECEITA_RESTAURANTE_ATIVO
APARECIDA D'OESTE;SP;202403;1000;4122;2;46;1;0;0;193;18;Centro Local;17
APIAI;SP;202401;1000;24081;5;44;2;0;1;2304;159;Centro de Zona;55
APIAI;SP;202402;1000;24081;8;77;5;1;2;2304;235;Centro de Zona;55
APIAI;SP;202403;1000;24081;14;217;8;2;2;2304;2;Centro de Zona;55
ARACARIGUAMA;SP;202401;10000;23343;7;76;5;1;2;1089;15;Centro Local;77
ARACARIGUAMA;SP;202402;10000;23343;11;117;7;1;0;1089;294;Centro Local;77
ARACARIGUAMA;SP;202403;10000;23343;13;158;8;1;2;1089;212;Centro Local;77
ARACATUBA;SP;202401;2000;199210;72;1082;45;7;8;5603;312;Capital Regional;578
ARACATUBA;SP;202402;2000;199210;112;1568;77;11;14;5603;1314;Capital Regional;578
ARACATUBA;SP;202403;2000;199210;145;1863;92;31;24;5603;1573;Capital Regional;578
ARACOIABA DA SERRA;SP;202401;1000;35389;7;62;3;0;0;252;65;Capital Regional;80
ARACOIABA DA SERRA;SP;202402;1000;35389;8;134;5;1;3;252;28;Capital Regional;80
ARACOIABA DA SERRA;SP;202403;1000;35389;13;177;7;2;1;252;37;Capital Regional;80
ARAMINA;SP;202401;1000;5689;2;35;2;0;0;0;0;Centro Local;8
ARAMINA;SP;202402;1000;5689;5;54;3;1;0;0;0;Centro Local;8
ARAMINA;SP;202403;1000;5689;5;92;5;0;2;0;0;Centro Local;8
ARANDU;SP;202401;1000;6373;4;11;1;1;0;76;16;Centro Local;14
ARANDU;SP;202402;1000;6373;5;52;4;0;2;76;0;Centro Local;14
ARANDU;SP;202403;1000;6373;5;108;4;1;1;76;19;Centro Local;14
ARAPEI;SP;202402;1000;2452;2;100;2;0;0;30;3;Centro Local;8
ARAPEI;SP;202403;1000;2452;2;28;1;1;0;30;7;Centro Local;8
ARARAQUARA;SP;202401;2000;240542;61;888;40;10;10;19864;1619;Capital Regional;652
ARARAQUARA;SP;202402;2000;240542;104;1402;62;15;13;19864;3571;Capital Regional;652
ARARAQUARA;SP;202403;2000;240542;127;1531;68;30;25;19864;1387;Capital Regional;652
ARARAS;SP;202401;2000;136739;33;425;22;1;4;4598;711;Centro Sub-Regional;328
ARARAS;SP;202402;2000;136739;47;751;34;5;5;4598;91;Centro Sub-Regional;328
ARARAS;SP;202403;2000;136739;66;860;42;12;9;4598;972;Centro Sub-Regional;328
ARCO-IRIS;SP;202401;1000;1755;6;110;4;0;0;167;34;Centro Sub-Regional;3
ARCO-IRIS;SP;202402;1000;1755;8;46;3;2;1;167;41;Centro Sub-Regional;3
ARCO-IRIS;SP;202403;1000;1755;8;207;6;2;5;167;47;Centro Sub-Regional;3
AREALVA;SP;202401;1000;8665;8;194;7;0;2;297;35;Centro Local;20
AREALVA;SP;202402;1000;8665;12;143;7;2;1;297;62;Centro Local;20
AREALVA;SP;202403;1000;8665;13;215;10;1;3;297;76;Centro Local;20
AREIOPOLIS;SP;202401;1000;11186;1;0;0;0;0;400;0;Centro Local;29
AREIOPOLIS;SP;202402;1000;11186;1;58;1;0;1;400;81;Centro Local;29
AREIOPOLIS;SP;202403;1000;11186;4;50;3;0;0;400;61;Centro Local;29
ARIRANHA;SP;202401;5000;9851;4;103;3;1;0;139;21;Centro Sub-Regional;25
ARIRANHA;SP;202402;5000;9851;4;36;2;1;0;139;6;Centro Sub-Regional;25
ARIRANHA;SP;202403;5000;9851;4;36;3;0;1;139;7;Centro Sub-Regional;25
ARTUR NOGUEIRA;SP;202401;1000;56247;14;238;9;1;2;1912;64;Centro Local;130
ARTUR NOGUEIRA;SP;202402;1000;56247;22;284;15;1;1;1912;146;Centro Local;130
ARTUR NOGUEIRA;SP;202403;1000;56247;25;331;15;7;4;1912;83;Centro Local;130
ARUJA;SP;202401;4000;92453;25;403;18;4;3;3557;324;Metrópole;206
ARUJA;SP;202402;4000;92453;32;368;19;7;6;3557;1012;Metrópole;206
ARUJA;SP;202403;4000;92453;44;650;29;7;8;3557;258;Metrópole;206
ASPASIA;SP;202401;1000;1815;2;52;2;0;2;71;3;Centro Local;1
ASPASIA;SP;202402;1000;1815;2;3;1;1;0;71;20;Centro Local;1
ASPASIA;SP;202403;1000;1815;3;84;3;0;1;71;16;Centro Local;1
ASSIS;SP;202401;1000;105768;22;362;16;3;3;5977;517;Centro Sub-Regional;366
ASSIS;SP;202402;1000;105768;42;328;20;9;2;5977;291;Centro Sub-Regional;366
ASSIS;SP;202403;1000;105768;57;853;37;7;16;5977;183;Centro Sub-Regional;366
ATIBAIA;SP;202401;2000;145378;48;476;29;5;5;1358;195;Centro Sub-Regional;531
ATIBAIA;SP;202402;2000;145378;84;1670;64;6;16;1358;314;Centro Sub-Regional;531
ATIBAIA;SP;202403;2000;145378;106;1350;62;23;9;1358;121;Centro Sub-Regional;531
AURIFLAMA;SP;202401;1000;15316;9;148;7;0;2;180;23;Centro de Zona;51
AURIFLAMA;SP;202402;1000;15316;11;202;9;1;2;180;2;Centro de Zona;51
AURIFLAMA;SP;202403;1000;15316;14;148;9;4;2;180;41;Centro de Zona;51
AVAI;SP;202401;3000;5467;1;6;1;0;0;265;52;Centro Local;13
AVAI;SP;202402;3000;5467;2;0;0;1;0;265;0;Centro Local;13
AVAI;SP;202403;3000;5467;2;9;1;0;1;265;24;Centro Local;13
AVANHANDAVA;SP;202401;1000;14063;2;42;1;1;1;108;24;Centro Local;15
AVANHANDAVA;SP;202402;1000;14063;5;10;3;0;1;108;25;Centro Local;15
AVANHANDAVA;SP;202403;1000;14063;6;88;4;0;1;108;11;Centro Local;15
AVARE;SP;202401;1000;91792;22;268;13;2;3;6611;1555;Centro Sub-Regional;245
AVARE;SP;202402;1000;91792;28;353;16;4;5;6611;455;Centro Sub-Regional;245
AVARE;SP;202403;1000;91792;40;410;20;9;5;6611;787;Centro Sub-Regional;245
BADY BASSITT;SP;202401;1000;18013;5;83;3;1;0;723;12;Capital Regional;65
BADY BASSITT;SP;202402;1000;18013;5;46;2;2;1;723;1;Capital Regional;65
BADY BASSITT;SP;202403;1000;18013;7;156;7;0;3;723;83;Capital Regional;65
BALBINOS;SP;202401;1000;6127;1;42;1;0;0;547;43;Centro Local;3
BALBINOS;SP;202402;1000;6127;1;0;0;1;0;547;0;Centro Local;3
BALBINOS;SP;202403;1000;6127;2;18;1;0;0;547;111;Centro Local;3
BALSAMO;SP;202401;1000;9209;8;95;6;0;2;895;131;Capital Regional;21
BALSAMO;SP;202402;1000;9209;12;268;11;1;2;895;238;Capital Regional;21
BALSAMO;SP;202403;1000;9209;15;112;9;4;0;895;55;Capital Regional;21
BANANAL;SP;202401;1000;11039;3;39;3;0;0;470;138;Centro Local;24
BANANAL;SP;202402;1000;11039;5;22;2;2;0;470;107;Centro Local;24
BANANAL;SP;202403;1000;11039;6;43;4;1;3;470;9;Centro Local;24
BARAO DE ANTONINA;SP;202401;1000;3525;1;0;0;1;0;66;0;Centro Local;13
BARAO DE ANTONINA;SP;202402;1000;3525;1;1;1;0;1;66;18;Centro Local;13
BARAO DE ANTONINA;SP;202403;1000;3525;3;88;3;0;0;66;17;Centro Local;13
BARBOSA;SP;202403;1000;7532;1;28;1;0;0;174;14;Centro Local;15
BARIRI;SP;202401;2000;35844;3;40;3;0;0;3581;426;Centro de Zona;66
BARIRI;SP;202402;2000;35844;8;137;4;1;0;3581;284;Centro de Zona;66
BARIRI;SP;202403;2000;35844;13;276;12;0;4;3581;529;Centro de Zona;66
BARRA BONITA;SP;202401;2000;36125;8;159;8;0;1;1170;132;Centro Local;127
BARRA BONITA;SP;202402;2000;36125;16;212;10;3;0;1170;256;Centro Local;127
BARRA BONITA;SP;202403;2000;36125;17;218;10;3;3;1170;202;Centro Local;127
BARRA DO CHAPEU;SP;202401;1000;5794;3;42;2;0;1;157;6;Centro Local;12
BARRA DO CHAPEU;SP;202402;1000;5794;3;67;2;1;1;157;1;Centro Local;12
BARRA DO CHAPEU;SP;202403;1000;5794;4;24;1;2;1;157;15;Centro Local;12
BARRA DO TURVO;SP;202401;1000;7606;3;89;3;0;1;226;67;Centro Local;13
BARRA DO TURVO;SP;202402;1000;7606;6;89;6;0;0;226;41;Centro Local;13
BARRA DO TURVO;SP;202403;1000;7606;6;100;4;2;0;226;12;Centro Local;13
BARRETOS;SP;202401;2000;123546;30;358;16;5;2;7553;813;Capital Regional;389
BARRETOS;SP;202402;2000;123546;47;809;32;7;11;7553;675;Capital Regional;389
BARRETOS;SP;202403;2000;123546;62;899;41;11;13;7553;416;Capital Regional;389
BARRINHA;SP;202401;1000;33537;5;101;3;0;0;1460;202;Centro Local;72
BARRINHA;SP;202402;1000;33537;12;125;7;2;1;1460;121;Centro Local;72
BARRINHA;SP;202403;1000;33537;15;238;10;2;4;1460;289;Centro Local;72
BARUERI;SP;202401;10000;279704;90;1266;58;7;13;9990;1096;Metrópole;946
BARUERI;SP;202402;10000;279704;154;2419;104;15;23;9990;2810;Metrópole;946
BARUERI;SP;202403;10000;279704;200;2723;127;37;33;9990;781;Metrópole;946
BASTOS;SP;202401;2000;20952;3;6;1;1;0;1694;156;Centro Local;48
BASTOS;SP;202402;2000;20952;4;52;1;1;1;1694;158;Centro Local;48
BASTOS;SP;202403;2000;20952;6;45;4;0;1;1694;439;Centro Local;48
BATATAIS;SP;202401;1000;63438;18;232;12;1;1;5051;148;Centro de Zona;132
BATATAIS;SP;202402;1000;63438;22;501;14;6;5;5051;1059;Centro de Zona;132
BATATAIS;SP;202403;1000;63438;29;250;14;8;3;5051;1432;Centro de Zona;132
BAURU;SP;202401;2000;381706;117;1421;75;15;13;24979;1999;Capital Regional;1180
BAURU;SP;202402;2000;381706;186;2970;124;25;24;24979;4232;Capital Regional;1180
BAURU;SP;202403;2000;381706;242;3962;159;46;47;24979;3066;Capital Regional;1180
BEBEDOURO;SP;202401;2000;77612;21;450;18;2;3;3743;118;Centro Sub-Regional;193
BEBEDOURO;SP;202402;2000;77612;29;488;20;6;3;3743;162;Centro Sub-Regional;193
BEBEDOURO;SP;202403;2000;77612;34;478;25;6;6;3743;551;Centro Sub-Regional;193
BENTO DE ABREU;SP;202401;3000;3028;2;42;1;0;0;210;25;Centro Local;6
BENTO DE ABREU;SP;202402;3000;3028;2;27;2;0;1;210;12;Centro Local;6
BENTO DE ABREU;SP;202403;3000;3028;2;31;2;0;0;210;29;Centro Local;6
BERNARDINO DE CAMPOS;SP;202401;1000;11168;5;28;2;2;0;635;117;Centro Local;23
BERNARDINO DE CAMPOS;SP;202402;1000;11168;7;121;5;1;3;635;82;Centro Local;23
BERNARDINO DE CAMPOS;SP;202403;1000;11168;7;97;4;2;1;635;107;Centro Local;23
BERTIOGA;SP;202401;1000;66154;7;57;5;0;0;1658;290;Centro Local;277
BERTIOGA;SP;202402;1000;66154;13;130;6;2;0;1658;394;Centro Local;277
BERTIOGA;SP;202403;1000;66154;22;254;12;3;5;1658;357;Centro Local;277
BILAC;SP;202401;1000;8197;3;0;0;0;0;476;0;Centro Local;16
BILAC;SP;202402;1000;8197;6;66;3;0;1;476;69;Centro Local;16
BILAC;SP;202403;1000;8197;10;144;6;0;1;476;63;Centro Local;16
BIRIGUI;SP;202401;1000;126094;22;419;16;1;4;8492;1908;Centro Sub-Regional;248
BIRIGUI;SP;202402;1000;126094;38;601;26;5;5;8492;2174;Centro Sub-Regional;248
BIRIGUI;SP;202403;1000;126094;56;889;37;6;7;8492;366;Centro Sub-Regional;248
BOA ESPERANCA DO SUL;SP;202401;1000;15111;2;29;2;0;0;1387;89;Centro Local;38
BOA ESPERANCA DO SUL;SP;202402;1000;15111;3;104;2;0;0;1387;97;Centro Local;38
BOA ESPERANCA DO SUL;SP;202403;1000;15111;3;18;2;0;0;1387;107;Centro Local;38
BOCAINA;SP;202401;1000;12571;2;18;1;0;0;1199;212;Centro Local;20
BOCAINA;SP;202402;1000;12571;3;21;2;1;1;1199;109;Centro Local;20
BOCAINA;SP;202403;1000;12571;3;14;1;1;0;1199;343;Centro Local;20
BOFETE;SP;202401;1000;12107;4;41;3;0;1;123;24;Centro Local;33
BOFETE;SP;202402;1000;12107;7;63;4;1;1;123;29;Centro Local;33
BOFETE;SP;202403;1000;12107;8;144;5;2;2;123;8;Centro Local;33
BOITUVA;SP;202401;2000;63310;19;332;14;1;4;225;42;Centro de Zona;209
BOITUVA;SP;202402;2000;63310;28;254;14;7;2;225;40;Centro de Zona;209
BOITUVA;SP;202403;2000;63310;39;518;23;8;9;225;25;Centro de Zona;209
BOM JESUS DOS PERDOES;SP;202401;2000;26506;4;48;3;0;1;1727;42;Centro Sub-Regional;64
BOM JESUS DOS PERDOES;SP;202402;2000;26506;4;49;2;2;1;1727;100;Centro Sub-Regional;64
BOM JESUS DOS PERDOES;SP;202403;2000;26506;6;163;6;0;2;1727;188;Centro Sub-Regional;64
BOM SUCESSO DE ITARARE;SP;202401;1000;4013;1;20;1;0;0;55;13;Centro Local;10
BOM SUCESSO DE ITARARE;SP;202402;1000;4013;2;12;2;0;0;55;7;Centro Local;10
BOM SUCESSO DE ITARARE;SP;202403;1000;4013;3;78;2;1;0;55;4;Centro Local;10
BORA;SP;202401;4000;839;1;0;0;0;0;43;0;Centro de Zona;4
BORA;SP;202402;4000;839;1;4;1;0;1;43;8;Centro de Zona;4
BORA;SP;202403;4000;839;1;0;0;1;0;43;0;Centro de Zona;4
BORBOREMA;SP;202401;1000;16278;12;189;9;3;1;738;210;Centro Local;38
BORBOREMA;SP;202402;1000;16278;15;298;9;2;1;738;52;Centro Local;38
BORBOREMA;SP;202403;1000;16278;18;273;11;3;5;738;68;Centro Local;38
BOTUCATU;SP;202401;1000;149718;40;680;28;1;7;14412;1225;Centro Sub-Regional;510
BOTUCATU;SP;202402;1000;149718;57;879;35;11;6;14412;2645;Centro Sub-Regional;510
BOTUCATU;SP;202403;1000;149718;76;996;52;11;15;14412;3022;Centro Sub-Regional;510
BRAGANCA PAULISTA;SP;202401;2000;172346;39;506;24;1;6;4867;1369;Centro Sub-Regional;549
BRAGANCA PAULISTA;SP;202402;2000;172346;59;736;34;9;8;4867;980;Centro Sub-Regional;549
BRAGANCA PAULISTA;SP;202403;2000;172346;83;986;45;15;13;4867;1317;Centro Sub-Regional;549
BRAUNA;SP;202401;1000;5795;5;139;5;0;0;101;26;Centro Sub-Regional;10
BRAUNA;SP;202402;1000;5795;6;24;2;3;0;101;17;Centro Sub-Regional;10
BRAUNA;SP;202403;1000;5795;7;47;4;0;2;101;13;Centro Sub-Regional;10
BREJO ALEGRE;SP;202401;1000;2911;1;25;1;0;1;74;19;Centro Sub-Regional;5
BREJO ALEGRE;SP;202402;1000;2911;1;3;1;0;0;74;17;Centro Sub-Regional;5
BREJO ALEGRE;SP;202403;1000;2911;2;4;1;0;0;74;4;Centro Sub-Regional;5
BRODOWSKI;SP;202401;1000;25605;6;58;3;1;1;125;17;Capital Regional;66
BRODOWSKI;SP;202402;1000;25605;8;104;7;0;3;125;11;Capital Regional;66
BRODOWSKI;SP;202403;1000;25605;11;117;6;4;1;125;13;Capital Regional;66
BROTAS;SP;202401;2000;24862;12;100;8;2;2;1143;246;Centro Local;86
BROTAS;SP;202402;2000;24862;16;134;11;1;2;1143;278;Centro Local;86
BROTAS;SP;202403;2000;24862;21;332;14;2;2;1143;306;Centro Local;86
BURI;SP;202401;1000;20050;3;56;2;1;0;1992;377;Centro Local;44
BURI;SP;202402;1000;20050;5;95;3;2;1;1992;206;Centro Local;44
BURI;SP;202403;1000;20050;10;166;8;0;2;1992;72;Centro Local;44
BURITAMA;SP;202401;1000;17414;7;53;3;2;0;517;92;Centro de Zona;46
BURITAMA;SP;202402;1000;17414;12;168;8;2;2;517;16;Centro de Zona;46
BURITAMA;SP;202403;1000;17414;14;99;7;4;3;517;41;Centro de Zona;46
BURITIZAL;SP;202401;2000;4547;7;62;5;1;2;210;22;Centro Local;14
BURITIZAL;SP;202402;2000;4547;9;83;6;1;1;210;7;Centro Local;14
BURITIZAL;SP;202403;2000;4547;12;229;10;1;2;210;15;Centro Local;14
CABRALIA PAULISTA;SP;202401;1000;4222;4;77;3;0;0;278;21;Centro Local;11
CABRALIA PAULISTA;SP;202402;1000;4222;5;64;2;1;0;278;64;Centro Local;11
CABRALIA PAULISTA;SP;202403;1000;4222;8;131;5;0;2;278;75;Centro Local;11
CABREUVA;SP;202401;5000;51130;8;110;5;2;0;4823;915;Capital Regional;132
CABREUVA;SP;202402;5000;51130;12;180;7;2;2;4823;198;Capital Regional;132
CABREUVA;SP;202403;5000;51130;15;226;9;3;2;4823;433;Capital Regional;132
CACAPAVA;SP;202401;2000;95752;14;117;9;1;2;5226;1289;Capital Regional;188
CACAPAVA;SP;202402;2000;95752;20;252;14;4;4;5226;938;Capital Regional;188
CACAPAVA;SP;202403;2000;95752;33;603;24;3;5;5226;1435;Capital Regional;188
CACHOEIRA PAULISTA;SP;202401;1000;33827;4;111;4;0;1;421;33;Centro Local;71
CACHOEIRA PAULISTA;SP;202402;1000;33827;7;36;2;3;0;421;110;Centro Local;71
CACHOEIRA PAULISTA;SP;202403;1000;33827;9;96;5;1;2;421;7;Centro Local;71
CACONDE;SP;202401;1000;19031;9;153;5;1;0;540;97;Centro Local;50
CACONDE;SP;202402;1000;19031;14;252;11;2;3;540;42;Centro Local;50
CACONDE;SP;202403;1000;19031;17;255;11;3;0;540;64;Centro Local;50
CAFELANDIA;SP;202401;1000;17917;9;201;7;1;0;1637;76;Centro Local;51
CAFELANDIA;SP;202402;1000;17917;11;135;8;2;1;1637;460;Centro Local;51
CAFELANDIA;SP;202403;1000;17917;12;132;7;3;1;1637;343;Centro Local;51
CAIABU;SP;202401;1000;4195;2;42;2;0;1;385;43;Capital Regional;10
CAIABU;SP;202402;1000;4195;2;36;1;1;0;385;81;Capital Regional;10
CAIABU;SP;202403;1000;4195;5;91;5;0;1;385;28;Capital Regional;10
CAIEIRAS;SP;202401;2000;104044;24;413;19;2;4;1787;392;Metrópole;262
CAIEIRAS;SP;202402;2000;104044;32;503;22;5;4;1787;310;Metrópole;262
CAIEIRAS;SP;202403;2000;104044;39;390;20;11;4;1787;265;Metrópole;262
CAIUA;SP;202401;1000;6017;5;93;4;0;1;561;3;Centro de Zona;6
CAIUA;SP;202402;1000;6017;5;144;4;1;1;561;115;Centro de Zona;6
CAIUA;SP;202403;1000;6017;8;31;3;4;1;561;107;Centro de Zona;6
CAJAMAR;SP;202401;1000;79034;15;268;11;1;3;7439;1345;Metrópole;229
CAJAMAR;SP;202402;1000;79034;18;56;6;8;2;7439;1362;Metrópole;229
CAJAMAR;SP;202403;1000;79034;30;488;24;2;11;7439;298;Metrópole;229
CAJATI;SP;202401;3000;28441;4;66;3;0;0;872;197;Centro Local;68
CAJATI;SP;202402;3000;28441;7;114;4;2;1;872;140;Centro Local;68
CAJATI;SP;202403;3000;28441;8;151;5;1;2;872;28;Centro Local;68
CAJOBI;SP;202401;1000;10649;5;87;3;2;1;597;171;Centro Local;24
CAJOBI;SP;202402;1000;10649;5;60;3;1;1;597;99;Centro Local;24
CAJOBI;SP;202403;1000;10649;5;89;5;0;2;597;39;Centro Local;24
CAJURU;SP;202401;1000;26613;4;48;3;0;1;2628;607;Centro Local;48
CAJURU;SP;202402;1000;26613;7;142;7;0;1;2628;651;Centro Local;48
CAJURU;SP;202403;1000;26613;11;195;8;2;0;2628;123;Centro Local;48
CAMPINA DO MONTE ALEGRE;SP;202401;1000;6088;5;48;4;0;0;531;81;Centro Local;30
CAMPINA DO MONTE ALEGRE;SP;202402;1000;6088;8;147;7;1;1;531;109;Centro Local;30
CAMPINA DO MONTE ALEGRE;SP;202403;1000;6088;8;220;6;1;0;531;134;Centro Local;30
CAMPINAS;SP;202401;2000;1223237;302;4618;198;24;35;111015;28831;Metrópole;3217
CAMPINAS;SP;202402;2000;1223237;475;6952;330;63;72;111015;25335;Metrópole;3217
CAMPINAS;SP;202403;2000;1223237;661;9093;404;129;95;111015;20039;Metrópole;3217
CAMPO LIMPO PAULISTA;SP;202401;1000;86407;13;231;9;0;3;2417;322;Capital Regional;177
CAMPO LIMPO PAULISTA;SP;202402;1000;86407;20;266;11;3;1;2417;569;Capital Regional;177
CAMPO LIMPO PAULISTA;SP;202403;1000;86407;31;431;21;4;8;2417;86;Capital Regional;177
CAMPOS DO JORDAO;SP;202401;1000;52713;14;252;11;0;4;2584;165;Centro de Zona;232
CAMPOS DO JORDAO;SP;202402;1000;52713;22;308;12;5;2;2584;522;Centro de Zona;232
CAMPOS DO JORDAO;SP;202403;1000;52713;25;260;16;8;9;2584;1;Centro de Zona;232
CAMPOS NOVOS PAULISTA;SP;202401;1000;5028;3;38;1;0;1;234;45;Centro Local;12
CAMPOS NOVOS PAULISTA;SP;202402;1000;5028;5;38;2;1;1;234;11;Centro Local;12
CAMPOS NOVOS PAULISTA;SP;202403;1000;5028;6;62;3;0;1;234;37;Centro Local;12
CANANEIA;SP;202401;1000;12542;2;13;1;0;1;338;82;Centro Local;66
CANANEIA;SP;202402;1000;12542;3;50;2;1;1;338;16;Centro Local;66
CANANEIA;SP;202403;1000;12542;4;130;4;0;1;338;67;Centro Local;66
CANAS;SP;202401;1000;5268;1;26;1;0;0;123;15;Centro Sub-Regional;8
CANAS;SP;202402;1000;5268;1;24;1;0;0;123;15;Centro Sub-Regional;8
CANAS;SP;202403;1000;5268;1;13;1;0;0;123;24;Centro Sub-Regional;8
CANDIDO MOTA;SP;202401;2000;31410;16;283;11;2;1;2673;649;Centro Local;90
CANDIDO MOTA;SP;202402;2000;31410;25;419;17;4;2;2673;34;Centro Local;90
CANDIDO MOTA;SP;202403;2000;31410;27;332;15;8;4;2673;773;Centro Local;90
CANDIDO RODRIGUES;SP;202401;1000;2805;1;46;1;0;0;240;47;Centro Local;12
CANDIDO RODRIGUES;SP;202402;1000;2805;4;64;3;0;0;240;31;Centro Local;12
CANDIDO RODRIGUES;SP;202403;1000;2805;5;38;2;1;0;240;62;Centro Local;12
CANITAR;SP;202402;1000;5365;1;0;0;0;0;204;0;Centro Sub-Regional;16
CANITAR;SP;202403;1000;5365;2;38;2;0;1;204;38;Centro Sub-Regional;16
CAPAO BONITO;SP;202401;1000;47098;13;158;9;2;0;2410;488;Centro Sub-Regional;110
CAPAO BONITO;SP;202402;1000;47098;21;245;11;4;2;2410;275;Centro Sub-Regional;110
CAPAO BONITO;SP;202403;1000;47098;28;489;19;4;8;2410;710;Centro Sub-Regional;110
CAPELA DO ALTO;SP;202401;1000;21257;3;41;2;1;1;1491;251;Centro Local;44
CAPELA DO ALTO;SP;202402;1000;21257;9;197;7;0;1;1491;361;Centro Local;44
CAPELA DO ALTO;SP;202403;1000;21257;13;148;7;4;1;1491;161;Centro Local;44
CAPIVARI;SP;202401;2000;56973;4;40;3;0;0;3032;491;Centro Sub-Regional;137
CAPIVARI;SP;202402;2000;56973;8;140;5;2;0;3032;213;Centro Sub-Regional;137
CAPIVARI;SP;202403;2000;56973;18;227;12;0;2;3032;106;Centro Sub-Regional;137
CARAGUATATUBA;SP;202401;1000;125194;35;533;22;7;6;8737;447;Centro Sub-Regional;501
CARAGUATATUBA;SP;202402;1000;125194;56;679;32;11;8;8737;2149;Centro Sub-Regional;501
CARAGUATATUBA;SP;202403;1000;125194;72;770;39;19;17;8737;794;Centro Sub-Regional;501
CARAPICUIBA;SP;202401;1000;405375;64;975;36;9;6;37215;4465;Metrópole;890
CARAPICUIBA;SP;202402;1000;405375;102;1595;76;10;21;37215;5629;Metrópole;890
CARAPICUIBA;SP;202403;1000;405375;140;1911;77;33;17;37215;10061;Metrópole;890
CARDOSO;SP;202401;1000;12371;5;38;2;1;1;298;2;Centro Local;40
CARDOSO;SP;202402;1000;12371;8;55;3;1;2;298;50;Centro Local;40
CARDOSO;SP;202403;1000;12371;11;120;6;0;1;298;40;Centro Local;40
CASA BRANCA;SP;202401;1000;30655;12;148;9;1;0;2009;594;Centro Local;67
CASA BRANCA;SP;202402;1000;30655;15;214;8;5;2;2009;249;Centro Local;67
CASA BRANCA;SP;202403;1000;30655;18;211;11;5;5;2009;153;Centro Local;67
CASSIA DOS COQUEIROS;SP;202401;5000;2488;1;14;1;0;0;161;0;Centro Local;4
CASSIA DOS COQUEIROS;SP;202402;5000;2488;1;0;0;1;0;161;0;Centro Local;4
CASSIA DOS COQUEIROS;SP;202403;5000;2488;4;1;1;0;0;161;37;Centro Local;4
CASTILHO;SP;202401;3000;21521;3;0;0;0;0;1777;0;Centro Local;33
CASTILHO;SP;202402;3000;21521;7;158;7;0;3;1777;256;Centro Local;33
CASTILHO;SP;202403;3000;21521;9;95;6;2;0;1777;353;Centro Local;33
CATANDUVA;SP;202401;2000;123114;34;449;23;3;5;12010;460;Capital Regional;308
CATANDUVA;SP;202402;2000;123114;46;807;30;6;6;12010;1142;Capital Regional;308
CATANDUVA;SP;202403;2000;123114;63;1149;49;7;13;12010;1587;Capital Regional;308
CATIGUA;SP;202401;1000;7905;2;38;1;1;0;492;102;Capital Regional;17
CATIGUA;SP;202402;1000;7905;3;0;0;1;0;492;0;Capital Regional;17
CATIGUA;SP;202403;1000;7905;5;61;2;0;2;492;71;Capital Regional;17
CEDRAL;SP;202401;2000;9452;5;96;3;1;1;654;154;Capital Regional;19
CEDRAL;SP;202402;2000;9452;7;28;2;2;0;654;11;Capital Regional;19
CEDRAL;SP;202403;2000;9452;8;116;6;0;3;654;29;Capital Regional;19
CERQUEIRA CESAR;SP;202401;2000;20391;6;66;4;1;1;1211;300;Centro Local;62
CERQUEIRA CESAR;SP;202402;2000;20391;7;93;4;1;1;1211;325;Centro Local;62
CERQUEIRA CESAR;SP;202403;2000;20391;8;89;5;1;2;1211;24;Centro Local;62
CERQUILHO;SP;202401;2000;50631;11;270;10;0;1;2558;690;Centro Sub-Regional;88
CERQUILHO;SP;202402;2000;50631;16;165;7;8;0;2558;325;Centro Sub-Regional;88
CERQUILHO;SP;202403;2000;50631;27;436;17;3;7;2558;646;Centro Sub-Regional;88
CESARIO LANGE;SP;202401;1000;18595;4;74;2;0;0;465;111;Centro Local;50
CESARIO LANGE;SP;202402;1000;18595;9;140;6;1;1;465;22;Centro Local;50
CESARIO LANGE;SP;202403;1000;18595;10;150;5;3;2;465;102;Centro Local;50
CHARQUEADA;SP;202401;1000;17539;6;64;4;0;1;1013;61;Capital Regional;29
CHARQUEADA;SP;202402;1000;17539;12;125;8;1;2;1013;227;Capital Regional;29
CHARQUEADA;SP;202403;1000;17539;15;139;8;4;3;1013;242;Capital Regional;29
CHAVANTES;SP;202401;1000;12418;2;72;2;0;0;63;4;Centro Local;27
CHAVANTES;SP;202402;1000;12418;4;80;3;1;0;63;1;Centro Local;27
CHAVANTES;SP;202403;1000;12418;4;58;2;2;1;63;3;Centro Local;27
CLEMENTINA;SP;202401;1000;8894;3;22;2;0;1;714;122;Centro Local;8
CLEMENTINA;SP;202402;1000;8894;3;72;3;0;1;714;153;Centro Local;8
CLEMENTINA;SP;202403;1000;8894;4;22;1;2;0;714;52;Centro Local;8
COLINA;SP;202401;4000;18601;3;85;3;0;1;1678;312;Centro Local;43
COLINA;SP;202402;4000;18601;6;89;4;1;0;1678;390;Centro Local;43
COLINA;SP;202403;4000;18601;8;129;5;1;2;1678;89;Centro Local;43
COLOMBIA;SP;202401;2000;6223;3;34;1;1;0;397;28;Centro Local;10
COLOMBIA;SP;202402;2000;6223;5;101;3;1;2;397;53;Centro Local;10
COLOMBIA;SP;202403;2000;6223;7;112;5;1;1;397;35;Centro Local;10
